,Poster,Time,T2,Title,Author,ID,Date,Session
1452,66,15:00,3:00,Instance Credibility Inference for Few-Shot Learning,"Yikai Wang, Chengming Xu, Chen Liu, Li Zhang, Yanwei Fu",6422,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1453,67,15:00,3:00,Learning From Web Data With Self-Organizing Memory Module,"Yi Tu, Li Niu, Junjie Chen, Dawei Cheng, Liqing Zhang",6430,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1454,68,15:00,3:00,TransMatch: A Transfer-Learning Scheme for Semi-Supervised Few-Shot Learning,"Zhongjie Yu, Lin Chen, Zhongwei Cheng, Jiebo Luo",6544,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1455,69,15:00,3:00,Learning the Redundancy-Free Features for Generalized Zero-Shot Object Recognition,"Zongyan Han, Zhenyong Fu, Jian Yang",6552,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1456,70,15:00,3:00,Neural Topological SLAM for Visual Navigation,"Devendra Singh Chaplot, Ruslan Salakhutdinov, Abhinav Gupta, Saurabh Gupta",6583,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1457,71,15:00,3:00,WaveletStereo: Learning Wavelet Coefficients of Disparity Map in Stereo Matching,"Menglong Yang, Fangrui Wu, Wei Li",6604,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1458,72,15:00,3:00,Robust Superpixel-Guided Attentional Adversarial Attack,"Xiaoyi Dong, Jiangfan Han, Dongdong Chen, Jiayang Liu, Huanyu Bian, Zehua Ma, Hongsheng Li, Xiaogang Wang, Weiming Zhang, Nenghai Yu",6613,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1459,73,15:00,3:00,BEDSR-Net: A Deep Shadow Removal Network From a Single Document Image,"Yun-Hsuan Lin, Wen-Chin Chen, Yung-Yu Chuang",6730,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1460,74,15:00,3:00,Cross-Domain Document Object Detection: Benchmark Suite and Method,"Kai Li, Curtis Wigington, Chris Tensmeyer, Handong Zhao, Nikolaos Barmpalios, Vlad I. Morariu, Varun Manjunatha, Tong Sun, Yun Fu",6780,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1461,75,15:00,3:00,Explaining Knowledge Distillation by Quantifying the Knowledge,"Xu Cheng, Zhefan Rao, Yilan Chen, Quanshi Zhang",6892,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1462,76,15:00,3:00,Exploring Bottom-Up and Top-Down Cues With Attentive Learning for Webly Supervised Object Detection,"Zhonghua Wu, Qingyi Tao, Guosheng Lin, Jianfei Cai",6907,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1463,77,15:00,3:00,Enhancing Generic Segmentation With Learned Region Representations,"Or Isaacs, Oran Shayer, Michael Lindenbaum",6942,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1464,78,15:00,3:00,Adaptive Hierarchical Down-Sampling for Point Cloud Classification,"Ehsan Nezhadarya, Ehsan Taghavi, Ryan Razani, Bingbing Liu, Jun Luo",6958,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1465,79,15:00,3:00,FBNetV2: Differentiable Neural Architecture Search for Spatial and Channel Dimensions,"Alvin Wan, Xiaoliang Dai, Peizhao Zhang, Zijian He, Yuandong Tian, Saining Xie, Bichen Wu, Matthew Yu, Tao Xu, Kan Chen, Peter Vajda, Joseph E. Gonzalez",7029,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1466,80,15:00,3:00,Learning Texture Invariant Representation for Domain Adaptation of Semantic Segmentation,"Myeongjin Kim, Hyeran Byun",7062,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1467,81,15:00,3:00,Putting Visual Object Recognition in Context,"Mengmi Zhang, Claire Tseng, Gabriel Kreiman",7121,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1468,82,15:00,3:00,SLV: Spatial Likelihood Voting for Weakly Supervised Object Detection,"Ze Chen, Zhihang Fu, Rongxin Jiang, Yaowu Chen, Xian-Sheng Hua",7176,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1469,83,15:00,3:00,Universal Weighting Metric Learning for Cross-Modal Matching,"Jiwei Wei, Xing Xu, Yang Yang, Yanli Ji, Zheng Wang, Heng Tao Shen",7199,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1470,84,15:00,3:00,IDA-3D: Instance-Depth-Aware 3D Object Detection From Stereo Vision for Autonomous Driving,"Wanli Peng, Hao Pan, He Liu, Yi Sun",7237,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1471,85,15:00,3:00,Label Decoupling Framework for Salient Object Detection,"Jun Wei, Shuhui Wang, Zhe Wu, Chi Su, Qingming Huang, Qi Tian",7243,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1472,86,15:00,3:00,Transform and Tell: Entity-Aware News Image Captioning,"Alasdair Tran, Alexander Mathews, Lexing Xie",7245,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1473,87,15:00,3:00,HAMBox: Delving Into Mining High-Quality Anchors on Face Detection,"Yang Liu, Xu Tang, Junyu Han, Jingtuo Liu, Dinger Rui, Xiang Wu",7277,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1474,88,15:00,3:00,Hierarchical Feature Embedding for Attribute Recognition,"Jie Yang, Jiarou Fan, Yiru Wang, Yige Wang, Weihao Gan, Lin Liu, Wei Wu",7346,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1475,89,15:00,3:00,Squeeze-and-Attention Networks for Semantic Segmentation,"Zilong Zhong, Zhong Qiu Lin, Rene Bidart, Xiaodan Hu, Ibrahim Ben Daya, Zhifeng Li, Wei-Shi Zheng, Jonathan Li, Alexander Wong",7357,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1476,90,15:00,3:00,Context R-CNN: Long Term Temporal Context for Per-Camera Object Detection,"Sara Beery, Guanhang Wu, Vivek Rathod, Ronny Votel, Jonathan Huang",7393,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1477,91,15:00,3:00,Mixture Dense Regression for Object Detection and Human Pose Estimation,"Ali Varamesh, Tinne Tuytelaars",7439,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1478,92,15:00,3:00,Syntax-Aware Action Targeting for Video Captioning,"Qi Zheng, Chaoyue Wang, Dacheng Tao",7457,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1479,93,15:00,3:00,Learning Visual Emotion Representations From Web Data,"Zijun Wei, Jianming Zhang, Zhe Lin, Joon-Young Lee, Niranjan Balasubramanian, Minh Hoai, Dimitris Samaras",7464,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1480,94,15:00,3:00,The Edge of Depth: Explicit Constraints Between Segmentation and Depth,"Shengjie Zhu, Garrick Brazil, Xiaoming Liu",7466,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1481,95,15:00,3:00,A Context-Aware Loss Function for Action Spotting in Soccer Videos,"Anthony Cioppa, Adrien Deliège, Silvio Giancola, Bernard Ghanem, Marc Van Droogenbroeck, Rikke Gade, Thomas B. Moeslund",7487,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1482,96,15:00,3:00,Towards Learning a Generic Agent for Vision-and-Language Navigation via Pre-Training,"Weituo Hao, Chunyuan Li, Xiujun Li, Lawrence Carin, Jianfeng Gao",8620,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1483,97,15:00,3:00,Video Instance Segmentation Tracking With a Modified VAE Architecture,"Chung-Ching Lin, Ying Hung, Rogerio Feris, Linglin He",8627,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1484,98,15:00,3:00,Deformation-Aware Unpaired Image Translation for Pose Estimation on Laboratory Animals,"Siyuan Li, Semih Günel, Mirela Ostrek, Pavan Ramdya, Pascal Fua, Helge Rhodin",8669,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1485,99,15:00,3:00,ZeroQ: A Novel Zero Shot Quantization Framework,"Yaohui Cai, Zhewei Yao, Zhen Dong, Amir Gholami, Michael W. Mahoney, Kurt Keutzer",8713,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1486,100,15:00,3:00,Disparity-Aware Domain Adaptation in Stereo Image Restoration,"Bo Yan, Chenxi Ma, Bahetiyaer Bare, Weimin Tan, Steven C. H. Hoi",8748,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1487,101,15:00,3:00,Offset Bin Classification Network for Accurate Object Detection,"Heqian Qiu, Hongliang Li, Qingbo Wu, Hengcan Shi",8756,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1488,102,15:00,3:00,TBT: Targeted Neural Network Attack With Bit Trojan,"Adnan Siraj Rakin, Zhezhi He, Deliang Fan",8835,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1489,103,15:00,3:00,Maintaining Discrimination and Fairness in Class Incremental Learning,"Bowen Zhao, Xi Xiao, Guojun Gan, Bin Zhang, Shu-Tao Xia",8842,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1490,104,15:00,3:00,Background Data Resampling for Outlier-Aware Classification,"Yi Li, Nuno Vasconcelos",8914,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1491,105,15:00,3:00,STEFANN: Scene Text Editor Using Font Adaptive Neural Network,"Prasun Roy, Saumik Bhattacharya, Subhankar Ghosh, Umapada Pal",8915,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1492,106,15:00,3:00,Geometry and Learning Co-Supported Normal Estimation for Unstructured Point Cloud,"Haoran Zhou, Honghua Chen, Yidan Feng, Qiong Wang, Jing Qin, Haoran Xie, Fu Lee Wang, Mingqiang Wei, Jun Wang",8957,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1493,107,15:00,3:00,Sequential Motif Profiles and Topological Plots for Offline Signature Verification,"Elias N. Zois, Evangelos Zervas, Dimitrios Tsourounis, George Economou",8971,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1494,108,15:00,3:00,Optical Flow in Dense Foggy Scenes Using Semi-Supervised Learning,"Wending Yan, Aashish Sharma, Robby T. Tan",9203,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1495,109,15:00,3:00,A Spatial RNN Codec for End-to-End Image Compression,"Chaoyi Lin, Jiabao Yao, Fangdong Chen, Li Wang",9316,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1496,110,15:00,3:00,Object Relational Graph With Teacher-Recommended Learning for Video Captioning,"Ziqi Zhang, Yaya Shi, Chunfeng Yuan, Bing Li, Peijin Wang, Weiming Hu, Zheng-Jun Zha",9469,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1497,111,15:00,3:00,MMTM: Multimodal Transfer Module for CNN Fusion,"Hamid Reza Vaezi Joze, Amirreza Shaban, Michael L. Iuzzolino, Kazuhito Koishida",9531,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1498,112,15:00,3:00,Generalized Zero-Shot Learning via Over-Complete Distribution,"Rohit Keshari, Richa Singh, Mayank Vatsa",9774,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1499,113,15:00,3:00,Gait Recognition via Semi-supervised Disentangled Representation Learning to Identity and Covariate Features,"Xiang Li, Yasushi Makihara, Chi Xu, Yasushi Yagi, Mingwu Ren",8093,"Date: Thursday, June 18, 2020 Q&A Time: 1500–1700 and 0300–0500","Session: Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning"
1504,1,17:00,5:00,Unifying Training and Inference for Panoptic Segmentation,"Qizhu Li, Xiaojuan Qi, Philip H.S. Torr",471,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1505,2,17:00,5:00,Associate-3Ddet: Perceptual-to-Conceptual Association for 3D Point Cloud Object Detection,"Liang Du, Xiaoqing Ye, Xiao Tan, Jianfeng Feng, Zhenbo Xu, Errui Ding, Shilei Wen",562,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1506,3,17:00,5:00,Interactive Image Segmentation With First Click Attention,"Zheng Lin, Zhao Zhang, Lin-Zhuo Chen, Ming-Ming Cheng, Shao-Ping Lu",792,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1507,4,17:00,5:00,NETNet: Neighbor Erasing and Transferring Network for Better Single Shot Object Detection,"Yazhao Li, Yanwei Pang, Jianbing Shen, Jiale Cao, Ling Shao",917,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1508,5,17:00,5:00,Scale-Equalizing Pyramid Convolution for Object Detection,"Xinjiang Wang, Shilong Zhang, Zhuoran Yu, Litong Feng, Wayne Zhang",1582,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1509,6,17:00,5:00,Learning to Cluster Faces via Confidence and Connectivity Estimation,"Lei Yang, Dapeng Chen, Xiaohang Zhan, Rui Zhao, Chen Change Loy, Dahua Lin",2030,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1510,7,17:00,5:00,Cross-Modality Person Re-Identification With Shared-Specific Feature Transfer,"Yan Lu, Yue Wu, Bin Liu, Tianzhu Zhang, Baopu Li, Qi Chu, Nenghai Yu",2658,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1511,8,17:00,5:00,DPGN: Distribution Propagation Graph Network for Few-Shot Learning,"Ling Yang, Liangliang Li, Zilun Zhang, Xinyu Zhou, Erjin Zhou, Yu Liu",3194,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1512,9,17:00,5:00,Density-Aware Graph for Deep Semi-Supervised Visual Recognition,"Suichan Li, Bin Liu, Dongdong Chen, Qi Chu, Lu Yuan, Nenghai Yu",4449,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1513,10,17:00,5:00,Unsupervised Multi-Modal Image Registration via Geometry Preserving Image-to-Image Translation,"Moab Arar, Yiftach Ginger, Dov Danon, Amit H. Bermano, Daniel Cohen-Or",4536,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1514,11,17:00,5:00,Binarizing MobileNet via Evolution-Based Searching,"Hai Phan, Zechun Liu, Dang Huynh, Marios Savvides, Kwang-Ting Cheng, Zhiqiang Shen",5277,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1515,12,17:00,5:00,Temporal-Context Enhanced Detection of Heavily Occluded Pedestrians,"Jialian Wu, Chunluan Zhou, Ming Yang, Qian Zhang, Yuan Li, Junsong Yuan",5919,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1516,13,17:00,5:00,Orderless Recurrent Models for Multi-Label Classification,"Vacit Oguz Yazici, Abel Gonzalez-Garcia, Arnau Ramisa, Bartłomiej Twardowski, Joost van de Weijer",6107,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1517,14,17:00,5:00,Gold Seeker: Information Gain From Policy Distributions for Goal-Oriented Vision-and-Langauge Reasoning,"Ehsan Abbasnejad, Iman Abbasnejad, Qi Wu, Javen Shi, Anton van den Hengel",6262,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1518,15,17:00,5:00,Rethinking the Route Towards Weakly Supervised Object Localization,"Chen-Lin Zhang, Yun-Hao Cao, Jianxin Wu",6555,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1519,16,17:00,5:00,Adversarial Feature Hallucination Networks for Few-Shot Learning,"Kai Li, Yulun Zhang, Kunpeng Li, Yun Fu",6786,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1520,17,17:00,5:00,Conditional Gaussian Distribution Learning for Open Set Recognition,"Xin Sun, Zhenning Yang, Chi Zhang, Keck-Voon Ling, Guohao Peng",6895,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1521,18,17:00,5:00,Connect-and-Slice: An Hybrid Approach for Reconstructing 3D Objects,"Hao Fang, Florent Lafarge",6957,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1522,19,17:00,5:00,Attentive Weights Generation for Few Shot Learning via Information Maximization,"Yiluan Guo, Ngai-Man Cheung",7492,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1523,20,17:00,5:00,Assessing Eye Aesthetics for Automatic Multi-Reference Eye In-Painting,"Bo Yan, Qing Lin, Weimin Tan, Shili Zhou",7503,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1524,21,17:00,5:00,PuppeteerGAN: Arbitrary Portrait Animation With Semantic-Aware Appearance Transformation,"Zhuo Chen, Chaoyue Wang, Bo Yuan, Dacheng Tao",7527,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1525,22,17:00,5:00,SEED: Semantics Enhanced Encoder-Decoder Framework for Scene Text Recognition,"Zhi Qiao, Yu Zhou, Dongbao Yang, Yucan Zhou, Weiping Wang",7555,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1526,23,17:00,5:00,Texture and Shape Biased Two-Stream Networks for Clothing Classification and Attribute Recognition,"Yuwei Zhang, Peng Zhang, Chun Yuan, Zhi Wang",7572,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
